date;prediction
2022-01-01;0.0
2022-01-02;0.4465093409256721
2022-01-03;0.16870550144300134
2022-01-04;0.20520656498644144
2022-01-05;0.597488064850527
2022-01-06;0.4245435819899055
2022-01-07;0.4591604797979797
2022-01-08;0.07240119047619048
2022-01-09;0.9009666666666674
2022-01-10;0.9569999999999999
2022-01-11;0.6807896708683489
2022-01-12;0.36396426683911204
2022-01-13;0.33267610346440785
2022-01-14;0.35287503972611894
2022-01-15;0.09434281144981643
2022-01-16;0.22062557418072137
2022-01-17;0.19926429614678734
2022-01-18;0.20429460404109606
2022-01-19;0.0
2022-01-20;0.0006363636363636364
2022-01-21;0.1588208613282146
2022-01-22;0.20592247474747483
2022-01-23;0.0
2022-01-24;0.19601766620462474
2022-01-25;0.4561036025120384
2022-01-26;0.3104267751684163
2022-01-27;0.34318712676212654
2022-01-28;0.7352555555555551
2022-01-29;0.6118949106449111
2022-01-30;0.40333613886113856
2022-01-31;0.5068958874458873
2022-02-01;0.8588303696303708
2022-02-02;0.3860326275032151
2022-02-03;0.33817321782758775
2022-02-04;0.4328747058497056
2022-02-05;0.597488064850527
2022-02-06;0.6599094211344212
2022-02-07;0.26995085296204246
2022-02-08;0.23528787051494218
2022-02-09;0.9914595598845595
2022-02-10;0.04966150793650794
2022-02-11;0.6807896708683489
2022-02-12;0.6981964285714279
2022-02-13;0.33267610346440785
2022-02-14;0.4961441475191477
2022-02-15;0.14096743485272895
2022-02-16;0.6974617628053289
2022-02-17;0.4540867078517566
2022-02-18;0.6700685504897583
2022-02-19;0.39679226051725974
2022-02-20;0.5006516081141072
2022-02-21;0.28554532224311596
2022-02-22;0.7065571322468375
2022-02-23;0.7778035829667421
2022-02-24;0.574396828171828
2022-02-25;0.9884241809660935
2022-02-26;0.48656215173715134
2022-02-27;0.34318712676212654
2022-02-28;0.7352555555555551
2022-03-01;0.2462164745728989
2022-03-02;0.2125164502164502
2022-03-03;0.7239620129870131
2022-03-04;0.10973809523809529
2022-03-05;0.4362595238095239
2022-03-06;0.07770887445887446
2022-03-07;1.1342161616161626
2022-03-08;1.4318154761904753
2022-03-09;0.9886245310245317
2022-03-10;0.5165428571428571
2022-03-11;1.0673523615273615
2022-03-12;1.3327792929292928
2022-03-13;1.4459380952380951
2022-03-14;0.8435833333333331
2022-03-15;0.644125
2022-03-16;0.9833119047619051
2022-03-17;0.16595732323232315
2022-03-18;0.6700685504897583
2022-03-19;0.39679226051725974
2022-03-20;0.28170893377778083
2022-03-21;0.1588208613282146
2022-03-22;0.20592247474747483
2022-03-23;0.8472945221445219
2022-03-24;1.2898575396825405
2022-03-25;0.5125638888888888
2022-03-26;0.9906541176144118
2022-03-27;0.40616286556804815
2022-03-28;0.9953488095238096
2022-03-29;1.4991345238095244
2022-03-30;0.49837606968195153
2022-03-31;0.4036956987456983
2022-04-01;0.2462164745728989
2022-04-02;0.3860326275032151
2022-04-03;0.7537960317460309
2022-04-04;0.3339092324342322
2022-04-05;0.597488064850527
2022-04-06;0.6599094211344212
2022-04-07;0.26995085296204246
2022-04-08;0.3374769397269391
2022-04-09;0.2459642149542183
2022-04-10;0.12340397316713334
2022-04-11;0.14926853734052606
2022-04-12;0.0
2022-04-13;0.0
2022-04-14;0.0006666666666666666
2022-04-15;0.09434281144981643
2022-04-16;0.10635166211067949
2022-04-17;0.12311635623148817
2022-04-18;0.20429460404109606
2022-04-19;0.22525906833964146
2022-04-20;0.31225697011193115
2022-04-21;0.0
2022-04-22;0.4453748955164203
2022-04-23;0.7778035829667421
2022-04-24;0.574396828171828
2022-04-25;0.9884241809660935
2022-04-26;0.8429757964257967
2022-04-27;0.04239818850739905
2022-04-28;1.0020880841380837
2022-04-29;0.6118949106449111
2022-04-30;0.48376681096681107
2022-05-01;0.2462164745728989
2022-05-02;0.30782284417508887
2022-05-03;0.16870550144300134
2022-05-04;0.4328747058497056
2022-05-05;0.597488064850527
2022-05-06;0.3401681096681098
2022-05-07;0.4591604797979797
2022-05-08;0.07240119047619048
2022-05-09;0.9366402958152958
2022-05-10;0.509325396825397
2022-05-11;0.2861480685980685
2022-05-12;0.49885873015872984
2022-05-13;0.3464051587301586
2022-05-14;0.8879515873015874
2022-05-15;0.14096743485272895
2022-05-16;1.19071974969475
2022-05-17;0.6212381899146616
2022-05-18;0.4967787117122636
2022-05-19;0.39679226051725974
2022-05-20;0.29225906854583333
2022-05-21;0.3830513943638136
2022-05-22;0.4453748955164203
2022-05-23;0.15133389771637903
2022-05-24;0.5791387710328888
2022-05-25;0.7991034127637072
2022-05-26;0.2975741311019566
2022-05-27;0.25772230786813194
2022-05-28;0.3063916463890502
2022-05-29;0.1433636853342737
2022-05-30;0.49837606968195153
2022-05-31;0.5068958874458873
2022-06-01;0.8588303696303708
2022-06-02;0.3860326275032151
2022-06-03;0.7239620129870131
2022-06-04;0.3339092324342322
2022-06-05;0.597488064850527
2022-06-06;0.06958601413483127
2022-06-07;0.21539300503993478
2022-06-08;0.23528787051494218
2022-06-09;0.2459642149542183
2022-06-10;0.3645298156092271
2022-06-11;0.6807896708683489
2022-06-12;0.36396426683911204
2022-06-13;0.33267610346440785
2022-06-14;0.6287390886890888
2022-06-15;0.0944171912659068
2022-06-16;0.10635166211067949
2022-06-17;0.001115909090909091
2022-06-18;0.0
2022-06-19;0.0
2022-06-20;0.0
2022-06-21;0.0
2022-06-22;0.20592247474747483
2022-06-23;0.15133389771637903
2022-06-24;0.9976595238095237
2022-06-25;1.0176340548340552
2022-06-26;0.8429757964257967
2022-06-27;0.04239818850739905
2022-06-28;0.9953488095238096
2022-06-29;0.6562056249306247
2022-06-30;0.40333613886113856
2022-07-01;0.16884802836052837
2022-07-02;0.3860326275032151
2022-07-03;0.33817321782758775
2022-07-04;0.20520656498644144
2022-07-05;0.597488064850527
2022-07-06;0.4245435819899055
2022-07-07;0.26995085296204246
2022-07-08;0.3374769397269391
2022-07-09;0.2176912133837536
2022-07-10;0.12340397316713334
2022-07-11;0.14926853734052606
2022-07-12;0.0
2022-07-13;0.0
2022-07-14;0.0006666666666666666
2022-07-15;0.000125
2022-07-16;0.0
2022-07-17;0.001115909090909091
2022-07-18;0.0
2022-07-19;0.0
2022-07-20;0.0006363636363636364
2022-07-21;0.1588208613282146
2022-07-22;0.20592247474747483
2022-07-23;0.8472945221445219
2022-07-24;0.5791387710328888
2022-07-25;0.7991034127637072
2022-07-26;0.2975741311019566
2022-07-27;0.25772230786813194
2022-07-28;0.3063916463890502
2022-07-29;0.6118949106449111
2022-07-30;0.3653511726534563
2022-07-31;0.004241774891774892
2022-08-01;0.0
2022-08-02;0.30782284417508887
2022-08-03;0.33817321782758775
2022-08-04;0.20520656498644144
2022-08-05;0.22877899391449583
2022-08-06;0.06958601413483127
2022-08-07;0.511503013988823
2022-08-08;1.0087919691419682
2022-08-09;0.9914595598845595
2022-08-10;0.04966150793650794
2022-08-11;0.9889955128205125
2022-08-12;0.6981964285714279
2022-08-13;0.3464051587301586
2022-08-14;0.6287390886890888
2022-08-15;0.0944171912659068
2022-08-16;0.10635166211067949
2022-08-17;0.12311635623148817
2022-08-18;0.0
2022-08-19;0.0
2022-08-20;0.31225697011193115
2022-08-21;0.3830513943638136
2022-08-22;0.27158566064763573
2022-08-23;0.15133389771637903
2022-08-24;0.5791387710328888
2022-08-25;1.0176340548340552
2022-08-26;0.9906541176144118
2022-08-27;0.34318712676212654
2022-08-28;0.9953488095238096
2022-08-29;0.6562056249306247
2022-08-30;0.49837606968195153
2022-08-31;0.5154810994560999
2022-09-01;0.5923939033189032
2022-09-02;0.3860326275032151
2022-09-03;0.7239620129870131
2022-09-04;0.4328747058497056
2022-09-05;0.597488064850527
2022-09-06;0.4245435819899055
2022-09-07;0.511503013988823
2022-09-08;0.23528787051494218
2022-09-09;0.2459642149542183
2022-09-10;0.30795744244108636
2022-09-11;0.14926853734052606
2022-09-12;0.0
2022-09-13;0.29737383145750007
2022-09-14;0.2971752531696036
2022-09-15;0.000125
2022-09-16;0.0
2022-09-17;0.001115909090909091
2022-09-18;0.0
2022-09-19;0.0
2022-09-20;0.0006363636363636364
2022-09-21;0.1588208613282146
