CAP;NOME_COM;COD_COM;DATA;PM10_DAILY_ugm-3;PM2p5_DAILY_ugm-3;NOx_DAILY_ugm-3;SO2_DAILY_ugm-3;O3_DAILY_ugm-3;NMVOC_DAILY_ugm-3;TMIN_DAILY_C;TMAX_DAILY_C;RHMIN_DAILY_%;RHMAX_DAILY_%;PREC_DAILY_mm;SSWTOT_DAILY_Whm-2
25122;BRESCIA;17029;23/01/21;13;10;50;4;26;26;4.9;10.1;82;96;6.6;815
25122;BRESCIA;17029;24/01/21;29;23;51;4;18;31;0.9;6.3;85;94;0.0;1893
25122;BRESCIA;17029;25/01/21;29;19;78;3;25;27;0.9;7.6;53;79;0.2;1976
25122;BRESCIA;17029;26/01/21;19;10;65;2;30;19;0.1;10.9;25;72;0.0;2666
25122;BRESCIA;17029;27/01/21;32;18;93;3;21;33;0.5;6.1;42;80;0.1;1608
25122;BRESCIA;17029;28/01/21;47;30;103;4;6;61;0.1;6.7;52;85;0.1;1763
25122;BRESCIA;17029;29/01/21;64;43;114;4;5;52;1.3;5.0;68;90;0.2;1070
25122;BRESCIA;17029;30/01/21;51;42;89;3;11;28;2.1;9.5;62;90;2.2;1813
25122;BRESCIA;17029;31/01/21;45;42;51;4;13;27;4.6;11.2;76;95;6.8;2122
25122;BRESCIA;17029;01/02/21;34;24;62;4;16;45;3.6;8.4;71;93;0.0;1526
25122;BRESCIA;17029;02/02/21;52;40;103;4;2;71;2.7;9.8;77;95;0.0;2405
25122;BRESCIA;17029;03/02/21;58;45;109;4;3;72;1.0;7.0;92;96;2.5;537
25122;BRESCIA;17029;04/02/21;44;36;107;4;0;62;5.4;9.4;91;97;0.0;1361
25122;BRESCIA;17029;05/02/21;57;48;94;5;3;86;7.6;11.7;87;96;0.0;1154
25122;BRESCIA;17029;06/02/21;57;42;63;4;4;55;8.5;10.2;86;96;0.0;1042
25122;BRESCIA;17029;07/02/21;26;18;30;3;21;24;8.8;12.7;80;96;4.0;515
25122;BRESCIA;17029;08/02/21;23;15;52;4;20;48;6.1;12.3;58;96;0.2;2369
25122;BRESCIA;17029;09/02/21;26;18;56;3;23;40;7.2;11.0;74;93;2.4;1705
25122;BRESCIA;17029;10/02/21;16;12;51;3;25;31;5.4;8.8;85;96;21.7;721
25122;BRESCIA;17029;11/02/21;17;14;64;4;25;31;3.9;13.4;45;96;0.0;3212
25122;BRESCIA;17029;12/02/21;23;15;37;2;47;14;1.1;6.1;51;68;0.2;906
25122;BRESCIA;17029;13/02/21;24;18;31;1;46;16;-0.8;2.8;50;73;0.1;1863
25122;BRESCIA;17029;14/02/21;30;23;42;2;32;25;-2.8;6.7;37;78;0.0;3481
25122;BRESCIA;17029;15/02/21;30;22;70;2;25;34;-1.1;7.5;44;77;0.0;3188
25122;BRESCIA;17029;16/02/21;40;23;72;2;25;36;0.2;12.1;54;81;0.0;3211
25122;BRESCIA;17029;17/02/21;71;50;81;3;20;52;5.0;13.9;60;80;0.0;3413
25122;BRESCIA;17029;18/02/21;84;75;77;3;19;70;6.9;11.7;59;91;0.0;2850
25122;BRESCIA;17029;19/02/21;65;55;98;3;10;57;5.6;11.8;83;94;0.0;1594
25122;BRESCIA;17029;20/02/21;77;68;68;2;14;67;8.2;14.6;80;95;0.1;1965
25122;BRESCIA;17029;21/02/21;65;52;40;2;30;47;7.5;13.3;66;92;0.0;2513
25122;BRESCIA;17029;22/02/21;63;47;67;2;25;51;7.5;13.3;70;93;0.0;3015
25122;BRESCIA;17029;23/02/21;75;59;112;3;13;66;6.2;15.8;60;94;0.0;3681
25122;BRESCIA;17029;24/02/21;85;46;128;4;18;54;7.4;20.3;45;88;0.0;3903
25122;BRESCIA;17029;25/02/21;82;36;103;4;26;47;8.2;20.8;38;77;0.0;3953
25122;BRESCIA;17029;26/02/21;100;44;91;4;29;58;7.8;19.7;40;77;0.0;4025
25122;BRESCIA;17029;27/02/21;64;31;44;3;45;27;9.6;19.1;41;75;0.0;4001
25122;BRESCIA;17029;28/02/21;21;14;24;1;55;19;7.0;13.5;44;74;0.0;4140
25122;BRESCIA;17029;01/03/21;38;24;58;2;29;41;5.0;16.2;41;81;0.0;4243
25122;BRESCIA;17029;02/03/21;40;27;71;2;35;42;5.0;16.2;41;77;0.0;4260
25122;BRESCIA;17029;03/03/21;63;40;94;3;20;62;6.8;14.3;50;78;0.0;2542
25122;BRESCIA;17029;04/03/21;57;40;77;3;29;52;5.6;14.7;49;82;0.0;3103
25122;BRESCIA;17029;05/03/21;56;36;56;3;43;32;8.3;16.3;52;76;0.0;3894
25122;BRESCIA;17029;06/03/21;21;20;23;1;51;19;6.2;11.8;46;87;9.6;2184
25122;BRESCIA;17029;07/03/21;26;22;30;2;44;30;2.7;11.4;47;77;0.0;4524
25122;BRESCIA;17029;08/03/21;39;30;37;2;42;35;3.0;12.3;53;81;0.0;4440
25122;BRESCIA;17029;09/03/21;45;35;43;3;45;32;4.1;13.6;46;84;0.0;4249
25122;BRESCIA;17029;10/03/21;41;31;43;3;45;32;4.8;13.9;43;85;0.0;4607
25122;BRESCIA;17029;11/03/21;63;42;61;3;22;38;5.8;11.5;58;83;0.0;1749
25122;BRESCIA;17029;12/03/21;61;54;63;3;29;40;8.1;16.5;55;87;0.8;4031
25122;BRESCIA;17029;13/03/21;55;41;45;3;44;31;6.2;16.5;44;86;0.0;4654
25122;BRESCIA;17029;14/03/21;18;12;23;2;58;15;5.3;16.0;17;85;2.6;4755
25122;BRESCIA;17029;15/03/21;13;7;33;3;53;17;3.0;17.2;22;85;0.0;5065
25122;BRESCIA;17029;16/03/21;10;6;26;2;72;11;7.5;17.4;14;37;0.0;5100
25122;BRESCIA;17029;17/03/21;13;7;34;3;55;17;4.7;15.6;23;46;0.0;4872
25122;BRESCIA;17029;18/03/21;16;11;30;2;53;22;4.0;9.9;42;79;1.4;3506
25122;BRESCIA;17029;19/03/21;18;12;25;2;59;21;3.8;9.8;46;75;0.4;3393
25122;BRESCIA;17029;20/03/21;17;13;27;2;66;19;1.6;12.2;29;79;0.0;4559
25122;BRESCIA;17029;21/03/21;18;14;20;2;62;24;1.6;10.7;38;72;0.0;5327
25122;BRESCIA;17029;22/03/21;28;18;47;4;46;25;2.5;15.2;26;71;0.0;5068
25122;BRESCIA;17029;23/03/21;25;14;28;2;58;21;6.4;14.2;35;65;0.0;5537
25122;BRESCIA;17029;24/03/21;44;28;50;3;42;37;5.1;17.2;38;71;0.0;5663
25122;BRESCIA;17029;25/03/21;63;43;51;4;56;43;7.2;18.7;36;75;0.0;5499
25122;BRESCIA;17029;26/03/21;62;43;45;4;66;36;7.6;18.2;43;76;0.0;5482
25122;BRESCIA;17029;27/03/21;53;35;34;3;61;27;9.6;16.3;60;83;0.0;2772
25122;BRESCIA;17029;28/03/21;39;28;25;2;55;26;9.6;19.2;50;84;0.0;4771
25122;BRESCIA;17029;29/03/21;43;27;43;2;58;33;10.2;21.0;46;83;0.0;5733
25122;BRESCIA;17029;30/03/21;60;41;46;2;68;34;9.8;23.5;43;80;0.0;5782
25122;BRESCIA;17029;31/03/21;67;41;41;3;81;33;12.8;24.8;36;77;0.0;5845
25122;BRESCIA;17029;01/04/21;56;37;39;4;88;39;13.6;25.9;34;73;0.0;5592
25122;BRESCIA;17029;02/04/21;44;25;41;4;74;27;12.9;25.3;33;76;0.0;5934
25122;BRESCIA;17029;03/04/21;28;17;17;3;75;19;11.5;19.2;48;76;0.0;4923
25122;BRESCIA;17029;04/04/21;11;7;14;2;80;11;10.0;15.6;39;65;0.0;4537
25122;BRESCIA;17029;05/04/21;14;9;13;2;81;18;6.4;16.9;35;65;0.0;5640
25122;BRESCIA;17029;06/04/21;20;12;28;3;61;17;4.4;13.9;28;88;1.3;2871
25122;BRESCIA;17029;07/04/21;12;9;27;2;57;14;2.5;13.0;12;89;0.0;6304
25122;BRESCIA;17029;08/04/21;18;14;38;3;61;15;2.3;16.8;22;63;0.0;6640
25122;BRESCIA;17029;09/04/21;26;17;40;2;61;25;6.1;16.3;44;71;0.0;5070
25122;BRESCIA;17029;10/04/21;29;16;37;3;60;19;8.2;17.1;38;91;2.5;3318
25122;BRESCIA;17029;11/04/21;14;10;20;2;58;13;8.9;11.2;85;94;21.4;1205
25122;BRESCIA;17029;12/04/21;13;11;35;2;33;22;8.5;13.5;86;95;24.9;1356
25122;BRESCIA;17029;13/04/21;14;11;30;2;50;21;7.2;11.4;61;95;3.6;2735
25122;BRESCIA;17029;14/04/21;15;10;30;2;66;18;3.6;14.1;30;90;0.0;6992
25122;BRESCIA;17029;15/04/21;14;10;26;2;71;16;6.4;12.1;48;78;0.0;4407
25122;BRESCIA;17029;16/04/21;17;13;31;2;67;18;4.6;14.8;35;78;0.0;6615
25122;BRESCIA;17029;17/04/21;25;19;25;3;69;18;5.3;15.3;41;76;0.2;6069
25122;BRESCIA;17029;18/04/21;21;18;18;2;66;18;5.4;13.8;52;80;3.0;4015
25122;BRESCIA;17029;19/04/21;20;16;29;2;54;25;7.7;16.1;45;83;0.6;5829
25122;BRESCIA;17029;20/04/21;25;19;35;3;60;29;7.0;19.7;30;81;0.0;7017
25122;BRESCIA;17029;21/04/21;23;17;31;3;68;29;8.6;18.9;43;79;0.0;6533
25122;BRESCIA;17029;22/04/21;33;26;30;3;74;30;8.1;19.1;48;84;0.0;6012
25122;BRESCIA;17029;23/04/21;31;22;26;2;83;23;10.2;20.6;47;87;0.0;5489
25122;BRESCIA;17029;24/04/21;27;19;24;2;87;22;10.8;22.0;38;86;0.0;6510
25122;BRESCIA;17029;25/04/21;28;18;19;2;102;21;11.2;24.2;36;80;0.0;7185
25122;BRESCIA;17029;26/04/21;29;18;23;3;73;15;12.7;17.8;52;85;0.3;1982
25122;BRESCIA;17029;27/04/21;27;20;25;3;61;18;9.7;15.8;65;91;2.3;2759
25122;BRESCIA;17029;28/04/21;31;21;25;2;62;22;8.0;21.3;51;92;1.9;5049
25122;BRESCIA;17029;29/04/21;28;24;25;2;44;20;12.5;15.9;84;95;14.7;1783
25122;BRESCIA;17029;30/04/21;16;10;35;2;44;21;12.8;20.6;63;96;2.1;3752
25122;BRESCIA;17029;01/05/21;14;10;17;2;48;14;12.5;19.3;68;95;27.4;3266
25122;BRESCIA;17029;02/05/21;9;9;14;2;57;18;11.8;20.6;56;96;5.2;4641
25122;BRESCIA;17029;03/05/21;12;8;21;2;71;16;11.1;19.6;47;89;0.2;7478
25122;BRESCIA;17029;04/05/21;22;15;28;3;75;21;9.7;21.3;39;89;0.0;7384
25122;BRESCIA;17029;05/05/21;19;10;33;3;76;15;10.9;21.6;49;85;0.0;5712
25122;BRESCIA;17029;06/05/21;19;10;25;2;65;14;11.3;19.9;53;86;0.0;5081
25122;BRESCIA;17029;07/05/21;19;9;24;2;70;12;13.6;24.9;28;82;0.0;7081
25122;BRESCIA;17029;08/05/21;11;7;19;2;81;11;12.9;21.4;34;76;0.0;7443
25122;BRESCIA;17029;09/05/21;15;9;21;2;84;12;12.1;24.1;41;86;0.0;7392
25122;BRESCIA;17029;10/05/21;18;8;26;2;86;13;14.7;25.4;42;70;0.4;6220
25122;BRESCIA;17029;11/05/21;14;10;22;2;66;13;12.8;20.6;58;96;15.6;1216
25122;BRESCIA;17029;12/05/21;12;8;29;2;51;25;12.2;21.9;51;97;0.7;5497
25122;BRESCIA;17029;13/05/21;10;7;26;3;64;20;12.1;22.6;43;93;0.3;7538
25122;BRESCIA;17029;14/05/21;15;9;25;2;57;19;10.7;21.3;51;93;2.1;5752
25122;BRESCIA;17029;15/05/21;13;9;23;2;60;24;10.3;19.6;50;92;0.4;5333
25122;BRESCIA;17029;16/05/21;13;8;20;3;51;19;11.9;18.8;56;92;2.8;2980
25122;BRESCIA;17029;17/05/21;12;8;28;2;62;19;11.9;23.2;26;95;3.2;6319
25122;BRESCIA;17029;18/05/21;13;7;30;2;68;19;10.8;24.3;28;91;0.1;7410
25122;BRESCIA;17029;19/05/21;15;9;25;2;72;18;11.2;21.9;43;94;0.2;6686
25122;BRESCIA;17029;20/05/21;12;6;32;2;70;17;10.0;23.9;22;85;0.0;8128
25122;BRESCIA;17029;21/05/21;15;11;27;2;77;16;12.5;23.6;31;76;0.1;6092
25122;BRESCIA;17029;22/05/21;14;7;22;2;69;10;13.2;20.3;52;81;0.3;2988
25122;BRESCIA;17029;23/05/21;15;9;17;2;75;10;14.8;24.5;40;88;0.0;6682
25122;BRESCIA;17029;24/05/21;10;5;33;2;37;21;13.0;18.7;72;98;16.2;1221
25122;BRESCIA;17029;25/05/21;15;12;33;2;56;22;13.0;24.9;28;98;0.6;7922
25122;BRESCIA;17029;26/05/21;17;10;29;2;73;17;10.9;25.1;41;80;0.0;8251
25122;BRESCIA;17029;27/05/21;25;15;33;3;87;20;13.0;26.1;41;86;0.0;7831
25122;BRESCIA;17029;28/05/21;16;9;24;2;91;16;15.1;27.5;42;80;0.0;7935
25122;BRESCIA;17029;29/05/21;14;9;20;2;93;12;15.5;27.7;36;73;0.0;6254
25122;BRESCIA;17029;30/05/21;10;9;17;2;96;9;16.1;25.9;36;72;0.0;6985
25122;BRESCIA;17029;31/05/21;16;10;21;2;92;12;16.2;25.6;40;64;0.0;6425
25122;BRESCIA;17029;01/06/21;22;13;22;2;102;14;16.7;27.1;37;69;0.0;7806
25122;BRESCIA;17029;02/06/21;20;12;19;2;105;18;16.2;28.0;33;72;0.0;7924
25122;BRESCIA;17029;03/06/21;28;16;32;2;94;28;17.0;29.9;35;80;0.0;7800
25122;BRESCIA;17029;04/06/21;29;16;29;2;112;22;18.5;29.9;33;75;0.0;7895
25122;BRESCIA;17029;05/06/21;26;15;26;2;92;18;19.7;27.7;47;87;0.5;6138
25122;BRESCIA;17029;06/06/21;18;11;17;2;69;20;17.5;27.5;52;94;8.6;5223
25122;BRESCIA;17029;07/06/21;15;9;32;2;51;22;17.4;24.7;61;94;0.5;4210
25122;BRESCIA;17029;08/06/21;19;12;36;2;53;24;18.9;29.9;50;89;1.6;5720
25122;BRESCIA;17029;09/06/21;19;13;32;3;67;25;17.7;30.7;43;86;0.0;6198
25122;BRESCIA;17029;10/06/21;18;12;31;3;78;21;18.1;30.6;44;81;3.9;6541
25122;BRESCIA;17029;11/06/21;16;11;27;2;88;23;18.4;29.0;46;89;0.7;6032
25122;BRESCIA;17029;12/06/21;25;17;25;2;105;23;17.2;30.3;47;79;0.0;8001
25122;BRESCIA;17029;13/06/21;19;16;22;2;107;17;19.9;33.1;35;81;0.0;8529
25122;BRESCIA;17029;14/06/21;22;12;21;2;113;14;23.4;30.3;48;64;0.0;8055
25122;BRESCIA;17029;15/06/21;21;11;21;2;111;16;21.9;29.7;42;68;0.0;8251
25122;BRESCIA;17029;16/06/21;32;18;29;2;105;20;20.0;28.4;49;76;0.0;5353
25122;BRESCIA;17029;17/06/21;37;22;32;2;127;21;21.6;31.7;47;79;0.0;7534
25122;BRESCIA;17029;18/06/21;27;19;34;2;113;23;23.2;31.9;47;75;0.0;7436
25122;BRESCIA;17029;19/06/21;27;18;28;3;102;23;21.1;31.8;38;80;0.0;6241
25122;BRESCIA;17029;20/06/21;39;20;24;2;85;21;22.1;32.1;44;74;0.0;5311
25122;BRESCIA;17029;21/06/21;56;26;28;2;73;19;23.4;32.6;39;71;0.0;7546
25122;BRESCIA;17029;22/06/21;26;12;23;3;76;20;20.3;32.5;31;75;0.0;8526
25122;BRESCIA;17029;23/06/21;25;12;27;3;81;23;20.6;32.0;36;72;0.6;7063
25122;BRESCIA;17029;24/06/21;18;9;30;3;83;19;19.4;31.8;32;72;0.0;8403
25122;BRESCIA;17029;25/06/21;16;8;29;3;83;24;18.0;30.5;33;79;0.0;8622
25122;BRESCIA;17029;26/06/21;20;10;21;3;102;19;19.1;31.4;38;70;0.0;8189
25122;BRESCIA;17029;27/06/21;19;11;20;3;119;17;21.4;32.5;37;67;0.0;7679
25122;BRESCIA;17029;28/06/21;22;11;22;3;124;18;22.6;34.2;33;65;0.0;8104
25122;BRESCIA;17029;29/06/21;24;11;26;3;98;19;23.7;32.9;32;62;0.0;8166
25122;BRESCIA;17029;30/06/21;20;10;24;4;78;21;20.0;30.1;39;71;0.0;7606
25122;BRESCIA;17029;01/07/21;18;10;29;3;86;19;17.9;31.2;35;76;0.0;8267
25122;BRESCIA;17029;02/07/21;21;12;29;3;111;17;20.7;30.5;41;70;0.0;7856
25122;BRESCIA;17029;03/07/21;21;11;21;2;112;17;21.2;31.4;40;87;0.2;6168
25122;BRESCIA;17029;04/07/21;20;12;16;2;68;22;18.1;24.7;71;92;2.2;2394
25122;BRESCIA;17029;05/07/21;12;8;29;2;65;25;16.6;30.4;33;90;0.0;6592
25122;BRESCIA;17029;06/07/21;16;10;28;2;94;19;20.0;32.1;39;70;0.0;7771
25122;BRESCIA;17029;07/07/21;20;11;21;2;98;19;15.7;34.4;36;74;1.6;7916
25122;BRESCIA;17029;08/07/21;19;13;26;2;73;20;18.1;31.6;48;88;10.9;5157
25122;BRESCIA;17029;09/07/21;13;8;26;2;72;28;16.5;30.6;37;90;0.0;8400
25122;BRESCIA;17029;10/07/21;14;6;24;2;89;21;19.0;31.7;32;77;2.0;8113
25122;BRESCIA;17029;11/07/21;12;9;15;1;98;19;18.5;31.0;41;86;1.6;8227
25122;BRESCIA;17029;12/07/21;18;10;20;2;108;21;20.4;32.4;42;73;0.0;7260
25122;BRESCIA;17029;13/07/21;21;12;17;2;80;14;19.0;28.0;46;84;12.8;3485
25122;BRESCIA;17029;14/07/21;14;7;23;2;51;21;16.6;25.1;44;85;0.7;6341
25122;BRESCIA;17029;15/07/21;16;9;27;2;68;22;17.8;25.6;51;79;0.0;4841
25122;BRESCIA;17029;16/07/21;19;10;22;2;62;22;17.9;28.2;48;92;10.6;5755
25122;BRESCIA;17029;17/07/21;16;11;31;2;54;24;17.9;28.2;53;89;0.0;4227
25122;BRESCIA;17029;18/07/21;14;9;24;2;66;22;20.1;30.9;42;79;0.1;4346
25122;BRESCIA;17029;19/07/21;19;10;22;2;89;23;20.7;33.0;38;81;0.0;7723
25122;BRESCIA;17029;20/07/21;27;14;24;3;107;22;21.9;33.0;38;70;0.0;7888
25122;BRESCIA;17029;21/07/21;28;15;22;3;108;20;22.6;32.4;43;75;0.0;7204
25122;BRESCIA;17029;22/07/21;25;13;17;2;110;19;24.4;32.2;43;63;0.0;7325
25122;BRESCIA;17029;23/07/21;22;14;19;3;111;19;21.6;31.5;48;78;0.0;7478
25122;BRESCIA;17029;24/07/21;27;16;15;3;115;18;23.8;32.4;50;69;0.0;6550
25122;BRESCIA;17029;25/07/21;24;13;11;1;93;14;21.6;31.9;50;82;0.8;4584
25122;BRESCIA;17029;26/07/21;21;13;22;1;69;20;18.6;27.2;56;87;17.9;3723
25122;BRESCIA;17029;27/07/21;25;14;20;1;62;17;21.2;29.4;58;90;7.5;4403
25122;BRESCIA;17029;28/07/21;26;15;26;2;64;23;20.1;29.3;53;93;0.0;5063
25122;BRESCIA;17029;29/07/21;25;14;20;2;88;27;19.7;31.1;48;81;0.0;7651
25122;BRESCIA;17029;30/07/21;27;15;25;2;106;26;21.2;30.8;53;81;0.0;6347
25122;BRESCIA;17029;31/07/21;26;15;16;2;94;16;22.8;31.6;48;83;0.5;6236
25122;BRESCIA;17029;01/08/21;17;10;12;1;73;13;18.0;27.4;59;87;4.5;3942
25122;BRESCIA;17029;02/08/21;13;7;17;2;69;19;17.5;28.2;42;80;4.6;6587
25122;BRESCIA;17029;03/08/21;15;8;21;2;67;20;18.0;27.8;46;83;0.0;5876
25122;BRESCIA;17029;04/08/21;20;11;23;2;55;17;19.2;24.1;64;91;4.4;2033
25122;BRESCIA;17029;05/08/21;10;5;24;2;68;23;15.8;29.1;44;93;0.2;7420
25122;BRESCIA;17029;06/08/21;16;10;23;2;75;25;18.4;29.8;46;84;0.0;7413
25122;BRESCIA;17029;07/08/21;19;11;16;2;79;16;20.2;29.1;52;80;0.0;5086
25122;BRESCIA;17029;08/08/21;17;9;15;2;63;16;21.3;31.3;42;83;0.0;6535
25122;BRESCIA;17029;09/08/21;15;7;17;2;68;19;20.1;31.6;35;74;0.0;7312
25122;BRESCIA;17029;10/08/21;20;10;20;1;96;26;20.1;31.8;41;72;0.0;6552
25122;BRESCIA;17029;11/08/21;25;14;24;1;111;27;21.1;33.6;40;79;0.0;7165
25122;BRESCIA;17029;12/08/21;26;15;21;1;119;31;23.0;35.3;38;74;0.0;7139
25122;BRESCIA;17029;13/08/21;32;19;21;1;112;35;24.2;34.8;45;76;0.0;6593
25122;BRESCIA;17029;14/08/21;29;17;20;1;110;32;24.1;35.9;40;75;0.0;6895
25122;BRESCIA;17029;15/08/21;31;18;18;1;121;29;24.5;36.5;39;74;0.0;6816
25122;BRESCIA;17029;16/08/21;39;21;15;2;104;23;19.6;33.5;42;83;3.7;6382
25122;BRESCIA;17029;17/08/21;11;6;16;2;74;14;17.5;31.4;31;82;0.0;6842
25122;BRESCIA;17029;18/08/21;14;5;16;1;80;17;19.5;29.1;38;72;0.0;6842
25122;BRESCIA;17029;19/08/21;13;8;19;2;91;20;19.2;29.9;35;70;0.0;6192
25122;BRESCIA;17029;20/08/21;16;10;18;2;95;20;20.1;31.1;37;66;0.0;6536
25122;BRESCIA;17029;21/08/21;21;9;22;1;107;20;20.6;32.3;40;72;0.0;6660
25122;BRESCIA;17029;22/08/21;23;14;18;1;97;23;21.6;32.3;40;76;0.0;5964
25122;BRESCIA;17029;23/08/21;16;7;18;2;69;18;19.0;30.0;42;90;38.2;4702
25122;BRESCIA;17029;24/08/21;13;6;24;2;63;19;17.0;28.4;41;89;0.0;5875
25122;BRESCIA;17029;25/08/21;11;7;20;2;69;16;18.6;27.2;46;81;1.5;4833
25122;BRESCIA;17029;26/08/21;17;8;24;2;84;21;18.6;28.6;44;76;0.0;6143
25122;BRESCIA;17029;27/08/21;12;6;19;2;77;14;17.5;22.9;57;86;5.5;4355
25122;BRESCIA;17029;28/08/21;9;6;19;2;68;12;15.6;23.3;49;87;3.9;5355
25122;BRESCIA;17029;29/08/21;8;5;18;2;65;11;14.7;25.6;41;84;0.0;5916
25122;BRESCIA;17029;30/08/21;14;7;25;2;76;16;16.1;26.9;40;79;0.0;5977
25122;BRESCIA;17029;31/08/21;16;10;28;2;61;21;17.0;26.2;47;84;0.2;5329
25122;BRESCIA;17029;01/09/21;18;10;28;2;74;22;16.0;28.1;40;81;0.0;6222
25122;BRESCIA;17029;02/09/21;17;9;21;2;85;19;18.5;27.5;43;78;0.0;5767
25122;BRESCIA;17029;03/09/21;20;10;29;2;85;21;16.8;27.4;42;78;0.0;5742
25122;BRESCIA;17029;04/09/21;24;14;22;2;92;19;17.2;27.2;45;78;0.0;5444
25122;BRESCIA;17029;05/09/21;18;10;18;1;91;19;17.5;28.7;41;77;0.6;5534
25122;BRESCIA;17029;06/09/21;20;13;25;2;88;20;19.0;28.3;38;73;0.0;5431
25122;BRESCIA;17029;07/09/21;27;15;30;3;95;22;17.9;28.1;37;69;0.0;5430
25122;BRESCIA;17029;08/09/21;26;14;25;3;94;19;19.2;28.8;34;70;0.5;5732
25122;BRESCIA;17029;09/09/21;30;16;34;3;91;22;17.5;28.4;34;68;0.0;5677
25122;BRESCIA;17029;10/09/21;39;20;36;3;96;23;18.1;27.0;40;70;0.0;4052
25122;BRESCIA;17029;11/09/21;38;22;32;2;100;22;19.5;28.9;39;73;0.3;5361
25122;BRESCIA;17029;12/09/21;24;16;21;3;95;18;18.6;30.0;33;76;0.0;5600
25122;BRESCIA;17029;13/09/21;31;18;37;2;104;24;18.6;31.0;33;71;0.0;5478
25122;BRESCIA;17029;14/09/21;41;21;41;3;102;29;19.2;29.6;41;76;0.0;4934
25122;BRESCIA;17029;15/09/21;39;20;32;2;71;26;19.9;28.7;47;80;0.5;3933
25122;BRESCIA;17029;16/09/21;31;15;32;1;46;22;18.9;25.9;64;94;18.4;2866
25122;BRESCIA;17029;17/09/21;20;11;29;2;53;28;17.1;26.5;57;95;0.0;5191
25122;BRESCIA;17029;18/09/21;21;15;21;2;64;23;19.5;25.9;61;86;9.0;3497
25122;BRESCIA;17029;19/09/21;11;7;19;1;63;16;14.5;23.0;74;88;9.6;1820
25122;BRESCIA;17029;20/09/21;11;7;23;2;58;23;13.3;24.6;51;94;7.0;4994
25122;BRESCIA;17029;21/09/21;14;7;25;1;46;28;15.0;23.1;53;92;0.0;4449
25122;BRESCIA;17029;22/09/21;20;12;26;1;60;26;16.3;22.2;56;81;0.0;3757
25122;BRESCIA;17029;23/09/21;27;18;28;1;62;27;15.8;22.9;54;85;0.0;3403
25122;BRESCIA;17029;24/09/21;36;23;36;2;59;37;14.1;24.8;51;88;0.0;5013
25122;BRESCIA;17029;25/09/21;36;23;26;2;71;30;16.0;25.0;56;88;0.8;4432
25122;BRESCIA;17029;26/09/21;27;17;21;1;47;23;17.3;20.8;79;95;17.5;754
25122;BRESCIA;17029;27/09/21;27;16;32;2;29;32;14.6;22.8;70;96;0.0;3877
25122;BRESCIA;17029;28/09/21;25;17;33;2;38;28;15.9;26.2;51;94;0.0;4550
25122;BRESCIA;17029;29/09/21;21;13;31;2;57;25;18.4;26.7;48;81;0.0;4401
25122;BRESCIA;17029;30/09/21;18;9;27;2;51;20;17.1;24.4;48;84;0.0;4014
25122;BRESCIA;17029;01/10/21;18;9;29;2;51;23;14.9;23.3;44;79;0.0;4602
25122;BRESCIA;17029;02/10/21;23;14;24;2;61;20;15.2;22.9;51;82;0.0;4443
25122;BRESCIA;17029;03/10/21;16;10;15;1;64;14;17.4;22.3;68;82;1.7;1618
25122;BRESCIA;17029;04/10/21;15;8;22;1;63;13;18.4;22.8;67;88;10.2;2114
25122;BRESCIA;17029;05/10/21;11;6;21;1;48;15;15.6;20.2;64;93;17.4;1816
25122;BRESCIA;17029;06/10/21;12;5;34;1;22;25;12.2;16.6;84;93;12.7;950
25122;BRESCIA;17029;07/10/21;18;13;42;2;10;39;11.2;17.3;61;91;0.1;1546
25122;BRESCIA;17029;08/10/21;21;13;43;2;14;38;13.4;20.0;58;84;0.8;2096
25122;BRESCIA;17029;09/10/21;23;13;26;2;40;27;13.9;18.3;51;75;0.0;2296
25122;BRESCIA;17029;10/10/21;29;15;21;3;58;19;10.0;17.5;49;84;0.0;4110
25122;BRESCIA;17029;11/10/21;29;17;42;3;33;31;8.8;20.0;42;87;0.0;4070
25122;BRESCIA;17029;12/10/21;28;17;44;3;35;31;10.4;18.2;56;84;0.0;3490
25122;BRESCIA;17029;13/10/21;31;21;43;2;37;29;9.7;19.4;47;87;0.0;3966
25122;BRESCIA;17029;14/10/21;23;14;47;2;33;29;9.4;16.8;52;84;0.0;3648
25122;BRESCIA;17029;15/10/21;34;21;57;3;24;42;7.7;17.8;49;86;0.0;3897
25122;BRESCIA;17029;16/10/21;36;23;55;4;27;44;8.8;19.4;46;85;0.0;3781
25122;BRESCIA;17029;17/10/21;33;18;42;3;33;36;9.2;19.0;49;82;0.0;3785
25122;BRESCIA;17029;18/10/21;46;32;66;4;30;57;9.7;19.2;55;86;0.0;3682
25122;BRESCIA;17029;19/10/21;65;46;68;4;20;68;10.8;18.6;63;87;1.9;2561
25122;BRESCIA;17029;20/10/21;72;45;78;3;16;48;8.8;19.1;66;87;0.5;2372
25122;BRESCIA;17029;21/10/21;40;27;59;4;15;27;12.8;15.9;81;89;0.1;647
25122;BRESCIA;17029;22/10/21;38;28;62;2;11;43;11.1;19.1;69;94;0.0;3074
25122;BRESCIA;17029;23/10/21;43;30;46;2;17;31;11.3;18.8;65;89;0.0;3108
25122;BRESCIA;17029;24/10/21;23;18;30;3;26;29;8.4;17.1;59;87;0.0;2254
25122;BRESCIA;17029;25/10/21;37;25;53;4;12;53;9.2;14.7;62;89;0.0;2284
