CAP;NOME_COM;COD_COM;DATA;PM10_DAILY_ugm-3;PM2p5_DAILY_ugm-3;NOx_DAILY_ugm-3;SO2_DAILY_ugm-3;O3_DAILY_ugm-3;NMVOC_DAILY_ugm-3;TMIN_DAILY_C;TMAX_DAILY_C;RHMIN_DAILY_%;RHMAX_DAILY_%;PREC_DAILY_mm;SSWTOT_DAILY_Whm-2
25121;BRESCIA;17029;01/01/18;53;45;61;2;3;42;2.1;5.3;85;96;15.7;698
25121;BRESCIA;17029;02/01/18;33;26;77;2;12;25;1.8;12.8;40;97;0.0;1901
25121;BRESCIA;17029;03/01/18;35;22;112;2;8;29;1.9;8.6;49;92;2.0;1248
25121;BRESCIA;17029;04/01/18;41;33;112;2;13;31;3.5;10.2;68;92;0.0;1749
25121;BRESCIA;17029;05/01/18;54;38;117;2;5;38;2.5;9.5;74;92;0.0;1048
25121;BRESCIA;17029;06/01/18;49;39;101;1;4;26;6.3;8.6;93;99;2.3;518
25121;BRESCIA;17029;07/01/18;40;33;82;2;9;15;7.5;13.5;78;99;0.0;1229
25121;BRESCIA;17029;08/01/18;21;16;36;2;28;8;8.8;14.9;66;92;3.0;1384
25121;BRESCIA;17029;09/01/18;29;15;35;2;34;15;9.4;16.0;70;93;12.2;1470
25121;BRESCIA;17029;10/01/18;28;17;82;2;20;38;7.2;12.0;72;94;0.0;1759
25121;BRESCIA;17029;11/01/18;38;31;89;2;8;36;5.9;10.8;70;95;0.0;1390
25121;BRESCIA;17029;12/01/18;42;27;114;2;11;37;5.2;11.8;56;88;0.0;1980
25121;BRESCIA;17029;13/01/18;46;33;94;2;9;35;3.1;10.6;63;90;0.0;2119
25121;BRESCIA;17029;14/01/18;49;38;68;2;2;33;2.5;7.9;68;89;0.0;1158
25121;BRESCIA;17029;15/01/18;61;50;121;2;4;42;3.3;6.2;83;95;0.0;1000
25121;BRESCIA;17029;16/01/18;68;55;111;2;0;51;2.5;8.3;76;96;0.0;1212
25121;BRESCIA;17029;17/01/18;44;34;71;2;25;33;2.3;12.4;26;96;0.7;1932
25121;BRESCIA;17029;18/01/18;33;22;106;3;18;25;2.0;12.1;42;77;0.0;2246
25121;BRESCIA;17029;19/01/18;48;34;140;3;6;41;2.1;10.1;60;84;0.0;2221
25121;BRESCIA;17029;20/01/18;48;34;92;2;13;27;2.4;8.9;65;85;0.0;1983
25121;BRESCIA;17029;21/01/18;32;25;58;2;31;17;2.8;11.3;47;90;0.3;2377
25121;BRESCIA;17029;22/01/18;37;26;94;3;20;27;3.9;10.7;47;79;0.1;2344
25121;BRESCIA;17029;23/01/18;53;38;99;3;3;47;1.9;10.5;57;84;0.0;2292
25121;BRESCIA;17029;24/01/18;62;47;117;3;3;56;2.9;10.9;65;88;0.1;2428
25121;BRESCIA;17029;25/01/18;79;60;144;3;0;75;4.9;8.0;76;94;0.0;636
25121;BRESCIA;17029;26/01/18;89;74;116;2;0;39;5.8;9.0;82;96;0.3;1164
25121;BRESCIA;17029;27/01/18;64;55;104;2;1;38;7.0;10.0;88;94;0.0;1570
25121;BRESCIA;17029;28/01/18;52;42;71;2;3;55;4.8;12.3;75;96;0.0;2538
25121;BRESCIA;17029;29/01/18;63;49;174;2;0;67;2.2;10.7;83;98;0.0;2457
25121;BRESCIA;17029;30/01/18;50;41;133;1;5;42;2.9;10.6;96;99;0.0;1175
25121;BRESCIA;17029;31/01/18;61;49;98;2;3;62;5.9;8.9;88;98;0.0;1177
25121;BRESCIA;17029;01/02/18;33;25;83;2;4;37;6.9;8.4;94;97;3.8;582
25121;BRESCIA;17029;02/02/18;24;17;64;2;15;29;4.2;7.9;88;97;1.0;1058
25121;BRESCIA;17029;03/02/18;26;22;49;2;12;31;3.8;7.5;78;96;0.1;1415
25121;BRESCIA;17029;04/02/18;22;18;31;1;28;17;1.2;11.6;57;94;0.4;2602
25121;BRESCIA;17029;05/02/18;20;17;36;1;33;17;4.0;8.3;56;86;3.2;1097
25121;BRESCIA;17029;06/02/18;26;19;57;2;15;24;2.4;8.0;72;95;0.4;936
25121;BRESCIA;17029;07/02/18;42;30;79;2;7;53;3.3;7.9;84;96;0.0;1404
25121;BRESCIA;17029;08/02/18;53;41;103;3;8;52;1.4;11.5;74;96;0.0;2300
25121;BRESCIA;17029;09/02/18;49;39;70;3;11;49;4.3;9.1;78;93;4.5;1149
25121;BRESCIA;17029;10/02/18;52;41;55;2;18;42;2.9;10.6;68;93;0.0;3001
25121;BRESCIA;17029;11/02/18;47;37;43;2;19;37;-0.7;8.1;64;93;0.0;1753
25121;BRESCIA;17029;12/02/18;38;28;41;2;25;38;1.8;8.9;69;94;7.6;1822
25121;BRESCIA;17029;13/02/18;23;18;57;2;21;30;1.1;8.3;44;90;0.0;2477
25121;BRESCIA;17029;14/02/18;38;29;68;2;21;28;-0.6;8.5;47;80;0.0;3455
25121;BRESCIA;17029;15/02/18;56;42;77;3;14;38;0.2;8.5;50;82;3.2;2806
25121;BRESCIA;17029;16/02/18;85;65;113;3;6;56;0.4;9.3;59;83;0.0;3067
25121;BRESCIA;17029;17/02/18;79;62;79;3;10;50;2.1;8.8;60;88;0.2;1504
25121;BRESCIA;17029;18/02/18;58;49;42;2;17;40;4.0;7.2;79;95;1.9;1188
25121;BRESCIA;17029;19/02/18;31;22;57;2;22;35;3.7;5.7;68;89;0.0;878
25121;BRESCIA;17029;20/02/18;40;33;54;2;20;30;1.3;8.5;58;87;0.0;3193
25121;BRESCIA;17029;21/02/18;53;42;66;3;16;35;2.3;8.7;58;86;0.0;2688
25121;BRESCIA;17029;22/02/18;43;36;71;3;9;46;3.1;4.7;79;96;2.3;857
25121;BRESCIA;17029;23/02/18;40;32;82;3;3;68;2.1;5.1;90;96;0.6;1277
25121;BRESCIA;17029;24/02/18;44;35;73;2;13;43;4.2;11.3;68;96;2.1;2611
25121;BRESCIA;17029;25/02/18;23;21;21;2;59;9;-1.6;6.0;58;83;0.9;1087
25121;BRESCIA;17029;26/02/18;30;22;35;3;55;17;-3.9;1.3;52;76;0.0;3485
25121;BRESCIA;17029;27/02/18;38;27;48;3;42;22;-4.9;1.9;50;78;0.0;3361
25121;BRESCIA;17029;28/02/18;53;42;51;5;37;26;-5.8;1.5;49;84;0.1;3634
25121;BRESCIA;17029;01/03/18;66;59;64;1;23;35;-2.5;-0.1;87;95;1.7;842
25121;BRESCIA;17029;02/03/18;81;79;140;3;3;85;-1.3;2.7;93;96;4.3;676
25121;BRESCIA;17029;03/03/18;56;49;106;2;2;57;-0.2;2.5;96;100;8.6;912
25121;BRESCIA;17029;04/03/18;48;41;90;1;3;48;0.2;4.3;93;98;6.9;2155
25121;BRESCIA;17029;05/03/18;70;57;131;2;2;57;1.8;8.0;86;97;0.0;1962
25121;BRESCIA;17029;06/03/18;58;46;101;2;6;68;4.9;6.8;95;97;4.1;1714
25121;BRESCIA;17029;07/03/18;40;35;91;2;3;51;4.0;8.4;88;97;0.5;843
25121;BRESCIA;17029;08/03/18;40;29;97;3;19;42;1.8;14.9;40;96;0.0;4703
25121;BRESCIA;17029;09/03/18;50;34;80;3;25;30;6.4;15.0;59;86;1.1;3268
25121;BRESCIA;17029;10/03/18;41;27;61;2;16;30;8.7;10.7;83;96;2.0;899
25121;BRESCIA;17029;11/03/18;20;16;31;2;29;15;8.8;11.9;90;97;23.7;705
25121;BRESCIA;17029;12/03/18;26;19;60;3;18;36;7.5;13.5;75;98;3.8;2566
25121;BRESCIA;17029;13/03/18;44;31;69;3;15;43;8.1;16.8;62;95;0.0;3252
25121;BRESCIA;17029;14/03/18;45;29;67;3;24;28;6.8;18.1;47;91;0.0;4969
25121;BRESCIA;17029;15/03/18;32;26;42;3;38;22;7.9;10.7;80;94;8.1;1255
25121;BRESCIA;17029;16/03/18;25;21;45;3;32;30;7.0;15.0;62;97;5.2;4098
25121;BRESCIA;17029;17/03/18;22;18;33;3;46;15;6.9;11.5;78;96;15.7;832
25121;BRESCIA;17029;18/03/18;9;8;25;3;52;12;6.9;10.8;79;95;9.8;1776
25121;BRESCIA;17029;19/03/18;14;10;43;3;34;25;3.3;6.4;93;96;11.7;1292
25121;BRESCIA;17029;20/03/18;30;24;45;2;28;26;3.6;8.0;73;96;2.1;1891
25121;BRESCIA;17029;21/03/18;33;26;35;2;39;27;3.8;9.8;50;90;0.0;4302
25121;BRESCIA;17029;22/03/18;38;24;50;3;41;27;1.4;10.9;44;77;0.0;5573
25121;BRESCIA;17029;23/03/18;43;30;46;3;39;27;1.8;12.2;50;83;0.6;5504
25121;BRESCIA;17029;24/03/18;29;23;27;3;59;18;6.3;11.5;45;68;0.0;3587
25121;BRESCIA;17029;25/03/18;31;25;27;3;54;19;6.3;12.6;46;77;0.0;3493
25121;BRESCIA;17029;26/03/18;56;40;61;3;41;33;3.6;16.0;47;82;0.0;5477
25121;BRESCIA;17029;27/03/18;57;40;51;3;54;27;7.0;17.2;40;75;0.0;5439
25121;BRESCIA;17029;28/03/18;50;33;46;4;57;31;6.3;17.4;54;86;0.0;5240
25121;BRESCIA;17029;29/03/18;51;39;43;3;33;29;10.4;12.3;80;90;3.4;884
25121;BRESCIA;17029;30/03/18;34;23;32;3;49;13;11.1;19.1;54;88;2.3;4478
25121;BRESCIA;17029;31/03/18;15;10;26;3;47;13;7.8;14.4;65;92;2.0;2240
25121;BRESCIA;17029;01/04/18;12;10;22;3;54;13;6.6;20.0;25;93;0.0;6189
25121;BRESCIA;17029;02/04/18;16;10;28;3;60;20;6.5;18.5;33;74;0.1;5518
25121;BRESCIA;17029;03/04/18;31;20;42;3;40;25;8.9;16.0;53;92;8.0;3041
25121;BRESCIA;17029;04/04/18;16;12;27;3;55;14;9.1;13.2;79;94;8.4;1027
25121;BRESCIA;17029;05/04/18;41;29;48;3;35;26;10.5;18.1;62;95;0.0;4278
25121;BRESCIA;17029;06/04/18;42;33;50;3;44;23;9.2;18.9;59;89;0.0;5517
25121;BRESCIA;17029;07/04/18;48;36;39;2;49;20;10.3;19.1;57;90;0.0;3839
25121;BRESCIA;17029;08/04/18;29;21;22;2;68;14;11.9;20.0;42;80;0.9;5885
25121;BRESCIA;17029;09/04/18;30;20;47;4;37;24;11.8;15.3;62;96;13.5;1418
25121;BRESCIA;17029;10/04/18;21;19;39;2;41;22;8.5;16.7;66;97;19.6;2465
25121;BRESCIA;17029;11/04/18;13;7;34;1;52;14;7.0;15.6;64;93;10.8;2934
25121;BRESCIA;17029;12/04/18;17;10;35;1;66;12;9.7;17.5;64;95;25.6;3051
25121;BRESCIA;17029;13/04/18;14;11;43;4;58;21;9.1;17.8;55;95;1.7;4656
25121;BRESCIA;17029;14/04/18;20;11;40;4;63;14;8.8;20.8;52;83;0.0;6265
25121;BRESCIA;17029;15/04/18;21;11;30;4;48;13;12.1;19.3;56;89;4.8;2268
25121;BRESCIA;17029;16/04/18;32;18;41;4;44;20;12.7;23.0;52;93;0.1;6094
25121;BRESCIA;17029;17/04/18;40;18;45;2;50;19;13.3;23.9;51;81;0.0;6137
25121;BRESCIA;17029;18/04/18;32;18;41;3;63;19;14.1;25.2;42;82;0.0;6836
25121;BRESCIA;17029;19/04/18;33;19;46;3;71;19;14.1;25.7;38;77;0.0;6910
25121;BRESCIA;17029;20/04/18;34;20;53;2;74;21;14.7;27.5;36;71;0.0;6956
25121;BRESCIA;17029;21/04/18;33;21;35;4;85;17;15.6;27.8;38;67;0.0;6956
25121;BRESCIA;17029;22/04/18;31;20;29;5;92;16;15.4;26.6;41;76;0.0;7048
25121;BRESCIA;17029;23/04/18;43;26;37;5;74;26;14.7;26.6;44;81;0.0;6604
25121;BRESCIA;17029;24/04/18;51;30;41;5;76;32;15.4;25.7;48;84;0.0;6607
25121;BRESCIA;17029;25/04/18;43;25;30;3;78;29;15.2;27.3;43;84;0.0;7013
25121;BRESCIA;17029;26/04/18;42;23;42;3;76;25;15.1;26.5;45;84;0.0;6989
25121;BRESCIA;17029;27/04/18;26;14;25;1;76;13;16.4;24.3;46;74;0.0;7048
25121;BRESCIA;17029;28/04/18;32;16;29;1;81;13;13.8;26.5;45;79;5.2;6658
25121;BRESCIA;17029;29/04/18;30;15;16;2;88;10;15.9;25.8;46;90;19.4;5195
25121;BRESCIA;17029;30/04/18;14;10;22;2;72;13;11.9;22.0;41;93;3.2;6793
25121;BRESCIA;17029;01/05/18;11;7;17;2;63;15;11.5;19.7;48;90;2.7;4154
25121;BRESCIA;17029;02/05/18;18;11;49;3;24;24;12.1;16.8;79;95;4.8;2431
25121;BRESCIA;17029;03/05/18;31;21;60;1;28;16;12.7;20.0;76;97;6.7;2400
25121;BRESCIA;17029;04/05/18;24;13;34;1;43;17;14.8;24.3;51;96;13.1;4420
25121;BRESCIA;17029;05/05/18;24;12;29;1;45;19;14.4;24.3;54;89;0.0;4320
25121;BRESCIA;17029;06/05/18;24;14;22;1;55;14;15.9;27.4;52;81;0.0;6646
25121;BRESCIA;17029;07/05/18;21;13;36;1;65;17;16.3;23.9;58;84;1.6;4775
25121;BRESCIA;17029;08/05/18;25;14;32;1;79;19;15.3;25.7;50;93;21.6;6517
25121;BRESCIA;17029;09/05/18;14;8;27;1;72;17;14.1;23.7;52;92;7.3;5912
25121;BRESCIA;17029;10/05/18;18;11;32;1;72;21;13.9;23.9;56;90;0.5;6689
25121;BRESCIA;17029;11/05/18;21;12;34;1;61;19;15.4;25.2;52;83;2.8;5832
25121;BRESCIA;17029;12/05/18;20;14;30;2;65;20;15.1;26.4;51;86;8.4;6941
25121;BRESCIA;17029;13/05/18;15;10;18;2;71;13;14.7;22.7;68;91;18.9;3521
25121;BRESCIA;17029;14/05/18;10;7;22;1;66;16;10.9;18.5;56;95;13.0;4886
25121;BRESCIA;17029;15/05/18;14;10;37;2;47;23;11.6;15.5;70;86;2.1;2970
25121;BRESCIA;17029;16/05/18;32;24;32;1;52;26;12.1;21.3;58;95;9.5;6092
25121;BRESCIA;17029;17/05/18;22;14;36;1;58;30;12.6;20.7;62;95;7.9;5619
25121;BRESCIA;17029;18/05/18;21;14;37;1;62;27;12.4;22.7;56;89;0.6;7150
25121;BRESCIA;17029;19/05/18;14;9;24;1;78;17;14.1;24.3;47;84;0.0;6860
25121;BRESCIA;17029;20/05/18;12;8;16;1;79;9;14.7;25.4;45;80;1.2;7473
25121;BRESCIA;17029;21/05/18;16;11;25;1;80;14;15.7;26.4;44;80;0.3;7069
25121;BRESCIA;17029;22/05/18;26;21;34;1;46;23;15.9;19.2;73;93;5.2;2070
25121;BRESCIA;17029;23/05/18;19;11;28;1;51;21;15.4;25.5;60;95;3.4;5681
25121;BRESCIA;17029;24/05/18;22;14;36;1;65;27;15.7;26.9;55;86;0.0;7117
25121;BRESCIA;17029;25/05/18;31;19;47;1;82;30;16.7;29.1;47;84;0.0;8020
25121;BRESCIA;17029;26/05/18;41;26;27;1;92;20;20.1;28.8;52;81;0.0;7255
25121;BRESCIA;17029;27/05/18;23;17;16;1;95;15;20.8;29.8;52;79;0.8;6284
25121;BRESCIA;17029;28/05/18;21;16;23;1;68;16;19.2;28.4;50;96;20.0;6128
25121;BRESCIA;17029;29/05/18;26;17;19;1;70;17;18.3;27.5;57;96;7.9;5523
25121;BRESCIA;17029;30/05/18;35;20;25;1;65;24;18.9;28.6;56;84;0.1;5815
25121;BRESCIA;17029;31/05/18;34;21;25;2;49;25;19.1;27.8;61;85;3.2;5060
25121;BRESCIA;17029;01/06/18;29;15;27;2;68;26;18.4;28.3;47;81;0.0;8149
25121;BRESCIA;17029;02/06/18;29;18;22;1;78;22;17.8;29.2;48;84;0.0;7873
25121;BRESCIA;17029;03/06/18;30;20;17;2;86;19;18.2;29.3;45;82;0.0;7312
25121;BRESCIA;17029;04/06/18;24;15;24;2;65;22;18.3;27.2;57;90;6.5;3806
25121;BRESCIA;17029;05/06/18;31;22;31;2;67;31;16.3;29.2;46;87;0.0;8389
25121;BRESCIA;17029;06/06/18;23;14;24;2;72;28;18.0;28.8;52;82;0.6;7030
25121;BRESCIA;17029;07/06/18;23;13;23;2;72;20;17.7;29.2;46;92;12.1;7956
25121;BRESCIA;17029;08/06/18;16;9;24;2;58;24;16.6;24.7;64;95;16.0;4789
25121;BRESCIA;17029;09/06/18;20;18;22;2;79;27;17.2;28.8;48;90;0.0;8432
25121;BRESCIA;17029;10/06/18;26;24;19;2;78;16;18.2;29.7;57;88;0.0;7805
25121;BRESCIA;17029;11/06/18;34;18;28;2;65;21;20.9;30.1;49;87;1.7;5419
25121;BRESCIA;17029;12/06/18;27;15;30;3;48;28;16.2;28.5;54;94;27.3;5640
25121;BRESCIA;17029;13/06/18;17;7;33;3;48;32;16.8;24.6;64;96;2.6;4843
25121;BRESCIA;17029;14/06/18;11;7;27;3;51;16;18.5;27.7;42;84;0.0;7372
25121;BRESCIA;17029;15/06/18;18;12;27;3;80;16;18.8;28.1;48;82;0.0;8159
25121;BRESCIA;17029;16/06/18;19;12;22;3;92;16;18.8;28.5;46;73;0.0;8091
25121;BRESCIA;17029;17/06/18;22;16;21;3;95;15;18.3;30.5;44;84;4.7;7918
25121;BRESCIA;17029;18/06/18;18;14;33;3;94;18;18.7;29.7;45;88;4.4;7428
25121;BRESCIA;17029;19/06/18;18;12;28;3;83;17;20.1;30.7;41;76;0.0;7998
25121;BRESCIA;17029;20/06/18;23;13;31;3;90;18;21.1;31.0;43;74;0.0;6757
25121;BRESCIA;17029;21/06/18;34;18;28;3;108;24;20.5;32.6;47;76;0.2;7210
25121;BRESCIA;17029;22/06/18;19;13;29;3;79;18;20.2;26.3;61;78;0.0;5242
25121;BRESCIA;17029;23/06/18;15;7;16;3;81;10;17.1;26.1;42;84;0.0;6731
25121;BRESCIA;17029;24/06/18;14;7;14;3;87;10;16.8;26.4;38;79;1.2;7454
25121;BRESCIA;17029;25/06/18;16;9;19;2;72;13;16.8;24.3;58;88;2.1;5459
25121;BRESCIA;17029;26/06/18;12;8;26;3;71;15;16.5;27.0;42;88;0.0;8180
25121;BRESCIA;17029;27/06/18;20;11;27;3;94;17;16.5;29.2;41;83;4.4;7288
25121;BRESCIA;17029;28/06/18;17;8;32;3;79;17;15.0;26.8;42;87;0.0;5590
25121;BRESCIA;17029;29/06/18;18;12;30;3;101;20;17.4;32.0;30;75;0.0;8387
25121;BRESCIA;17029;30/06/18;22;12;26;3;115;21;20.1;33.8;36;71;0.0;8489
25121;BRESCIA;17029;01/07/18;24;17;16;2;118;11;22.6;30.6;51;79;0.0;7955
25121;BRESCIA;17029;02/07/18;26;13;22;2;100;15;22.6;30.1;51;75;0.0;7227
25121;BRESCIA;17029;03/07/18;31;20;22;2;98;19;20.7;31.2;52;94;6.0;6746
25121;BRESCIA;17029;04/07/18;21;15;26;2;106;21;19.7;30.1;53;93;0.4;7968
25121;BRESCIA;17029;05/07/18;14;10;27;2;92;21;19.6;30.3;51;84;5.3;6512
25121;BRESCIA;17029;06/07/18;16;12;28;3;61;21;18.2;30.7;49;84;1.8;6443
25121;BRESCIA;17029;07/07/18;12;7;25;3;80;13;19.0;32.0;39;75;0.6;8125
25121;BRESCIA;17029;08/07/18;11;9;17;3;94;10;20.2;31.3;43;77;0.0;7864
25121;BRESCIA;17029;09/07/18;17;8;25;3;102;12;20.3;31.2;42;63;0.0;8180
25121;BRESCIA;17029;10/07/18;19;11;22;3;103;12;21.6;31.3;42;92;6.7;6242
25121;BRESCIA;17029;11/07/18;17;12;21;2;80;14;19.5;26.5;64;95;7.5;5717
25121;BRESCIA;17029;12/07/18;28;17;24;3;77;18;19.9;27.5;63;87;0.0;5265
25121;BRESCIA;17029;13/07/18;28;21;29;2;87;21;20.2;29.9;55;89;0.6;6713
25121;BRESCIA;17029;14/07/18;26;19;21;2;100;15;22.0;31.7;51;84;0.9;6860
25121;BRESCIA;17029;15/07/18;18;12;16;2;101;14;20.1;31.7;47;82;12.6;7488
25121;BRESCIA;17029;16/07/18;14;10;26;2;73;21;18.2;27.3;60;95;26.7;3937
25121;BRESCIA;17029;17/07/18;21;15;31;3;67;27;17.2;30.5;52;93;0.0;7803
25121;BRESCIA;17029;18/07/18;21;13;35;2;103;20;19.5;32.3;40;75;0.0;8114
25121;BRESCIA;17029;19/07/18;27;18;35;3;119;22;20.4;32.3;43;76;0.0;7906
25121;BRESCIA;17029;20/07/18;28;17;27;3;112;23;20.6;32.2;50;92;8.1;7485
25121;BRESCIA;17029;21/07/18;12;9;20;2;81;14;17.2;26.3;65;93;8.7;4173
25121;BRESCIA;17029;22/07/18;11;7;17;3;67;16;18.2;30.4;46;89;0.2;7979
25121;BRESCIA;17029;23/07/18;14;8;20;3;85;20;20.3;30.6;50;87;0.2;7756
25121;BRESCIA;17029;24/07/18;21;10;25;3;93;19;21.5;31.6;42;78;0.3;6984
25121;BRESCIA;17029;25/07/18;19;11;28;3;99;20;22.3;32.4;50;77;1.4;7347
25121;BRESCIA;17029;26/07/18;23;13;24;3;99;21;21.5;32.1;48;80;2.0;6245
25121;BRESCIA;17029;27/07/18;21;13;30;3;93;18;20.0;32.1;49;82;0.0;7576
25121;BRESCIA;17029;28/07/18;24;17;26;3;97;21;22.1;32.9;54;81;0.0;6738
25121;BRESCIA;17029;29/07/18;17;11;18;3;100;19;20.8;32.5;50;78;0.0;7436
25121;BRESCIA;17029;30/07/18;25;17;29;3;101;20;22.6;34.5;50;82;0.0;7247
25121;BRESCIA;17029;31/07/18;29;19;31;3;116;18;24.0;34.9;51;78;1.0;7303
25121;BRESCIA;17029;01/08/18;29;17;30;3;124;18;25.6;36.4;46;75;1.2;6514
25121;BRESCIA;17029;02/08/18;23;12;29;3;93;16;23.8;33.5;48;76;2.4;6096
25121;BRESCIA;17029;03/08/18;21;12;26;3;104;19;23.3;34.3;48;86;8.7;7050
25121;BRESCIA;17029;04/08/18;17;11;15;3;101;14;20.9;33.6;49;87;6.0;7117
25121;BRESCIA;17029;05/08/18;19;13;17;3;88;14;22.2;34.5;50;84;0.0;7187
25121;BRESCIA;17029;06/08/18;25;17;21;3;93;16;25.7;34.8;44;79;0.0;6618
25121;BRESCIA;17029;07/08/18;23;16;24;3;102;19;23.9;34.1;48;78;0.0;6857
25121;BRESCIA;17029;08/08/18;33;22;25;2;97;23;23.2;33.4;52;82;0.0;6456
25121;BRESCIA;17029;09/08/18;27;17;22;3;89;20;20.1;33.7;42;91;16.0;6664
25121;BRESCIA;17029;10/08/18;22;13;22;3;70;18;19.8;31.1;53;91;0.0;6842
25121;BRESCIA;17029;11/08/18;22;15;19;2;75;15;21.3;30.9;57;84;0.1;6566
25121;BRESCIA;17029;12/08/18;17;11;12;2;78;10;20.8;31.5;48;87;11.8;5644
25121;BRESCIA;17029;13/08/18;16;11;18;3;56;17;19.8;30.0;55;91;2.6;5049
25121;BRESCIA;17029;14/08/18;23;15;23;3;38;23;19.5;24.6;76;92;1.2;2435
25121;BRESCIA;17029;15/08/18;8;7;14;3;57;18;18.2;29.7;46;92;0.0;6190
25121;BRESCIA;17029;16/08/18;13;7;21;3;68;13;21.8;30.2;44;76;0.0;5473
25121;BRESCIA;17029;17/08/18;17;9;22;3;81;16;20.3;30.9;45;78;0.0;6400
25121;BRESCIA;17029;18/08/18;19;11;20;3;79;12;21.4;32.0;43;80;0.0;5903
25121;BRESCIA;17029;19/08/18;16;10;17;2;81;10;21.7;33.0;42;74;0.0;6236
25121;BRESCIA;17029;20/08/18;19;11;18;3;82;22;23.5;33.6;41;70;0.0;6276
25121;BRESCIA;17029;21/08/18;20;14;20;3;79;12;22.8;34.0;37;70;0.0;4778
25121;BRESCIA;17029;22/08/18;22;14;24;3;85;11;22.1;33.7;40;72;0.0;5757
25121;BRESCIA;17029;23/08/18;25;15;23;4;82;16;22.5;32.7;44;71;0.2;5121
25121;BRESCIA;17029;24/08/18;22;13;25;4;94;21;22.0;32.9;40;74;0.0;5888
25121;BRESCIA;17029;25/08/18;14;12;15;4;75;13;18.0;24.2;71;96;50.6;1903
25121;BRESCIA;17029;26/08/18;7;4;13;4;52;11;14.2;24.8;48;96;0.0;5413
25121;BRESCIA;17029;27/08/18;9;3;23;4;58;16;14.1;26.2;46;84;0.0;6545
25121;BRESCIA;17029;28/08/18;17;9;32;4;63;21;16.0;29.6;34;80;0.0;6468
25121;BRESCIA;17029;29/08/18;17;9;35;4;70;19;17.8;29.9;39;75;0.0;5835
25121;BRESCIA;17029;30/08/18;24;13;33;4;89;17;19.5;29.3;46;79;0.0;5984
25121;BRESCIA;17029;31/08/18;19;13;23;3;73;14;16.8;26.2;65;94;41.4;2247
25121;BRESCIA;17029;01/09/18;8;5;20;2;53;16;16.8;26.1;61;96;10.9;3810
25121;BRESCIA;17029;02/09/18;9;5;17;2;30;19;16.8;26.0;78;95;3.1;3181
25121;BRESCIA;17029;03/09/18;10;7;29;4;36;22;15.3;25.7;54;89;2.9;4549
25121;BRESCIA;17029;04/09/18;17;9;38;3;46;27;14.5;26.8;49;87;0.0;5879
25121;BRESCIA;17029;05/09/18;22;13;38;1;61;29;16.9;28.4;51;86;0.0;5908
25121;BRESCIA;17029;06/09/18;28;17;37;1;81;25;18.3;29.1;50;92;4.9;5509
25121;BRESCIA;17029;07/09/18;19;13;30;1;56;29;17.9;24.9;63;94;1.6;3698
25121;BRESCIA;17029;08/09/18;19;12;25;1;57;18;18.0;28.3;50;91;0.0;5645
25121;BRESCIA;17029;09/09/18;20;11;18;1;73;16;18.2;29.2;50;84;0.0;5652
25121;BRESCIA;17029;10/09/18;27;20;28;1;78;24;18.9;29.9;51;86;0.0;5592
25121;BRESCIA;17029;11/09/18;41;24;33;1;95;27;20.2;29.5;54;85;0.0;5330
25121;BRESCIA;17029;12/09/18;45;30;42;1;86;28;20.6;30.1;52;87;0.0;5497
25121;BRESCIA;17029;13/09/18;43;28;36;1;87;28;20.4;28.7;57;86;0.0;4521
25121;BRESCIA;17029;14/09/18;38;23;40;1;68;30;20.0;29.0;53;82;0.0;5065
25121;BRESCIA;17029;15/09/18;29;19;27;1;72;17;19.8;27.8;57;87;0.0;4045
25121;BRESCIA;17029;16/09/18;26;17;19;1;73;14;19.8;28.3;55;87;0.0;4772
25121;BRESCIA;17029;17/09/18;32;24;35;1;64;18;19.4;28.6;60;92;5.2;3945
25121;BRESCIA;17029;18/09/18;30;21;34;1;52;20;19.3;28.0;58;94;2.1;4025
25121;BRESCIA;17029;19/09/18;34;20;42;2;43;24;18.9;28.7;56;89;0.0;4884
25121;BRESCIA;17029;20/09/18;31;17;41;1;61;23;19.3;29.3;48;86;0.0;5076
25121;BRESCIA;17029;21/09/18;37;21;46;2;73;24;19.3;29.5;47;85;0.0;5081
25121;BRESCIA;17029;22/09/18;37;24;27;2;78;19;19.7;28.6;55;84;0.0;3738
25121;BRESCIA;17029;23/09/18;32;19;24;2;63;15;18.5;27.4;59;88;0.0;4511
25121;BRESCIA;17029;24/09/18;19;12;28;2;66;10;18.4;28.4;28;86;0.0;4791
25121;BRESCIA;17029;25/09/18;14;6;23;1;59;13;15.1;21.4;33;56;0.0;4693
25121;BRESCIA;17029;26/09/18;20;9;30;1;45;17;11.6;18.9;44;77;0.0;3880
25121;BRESCIA;17029;27/09/18;35;18;54;3;27;35;9.8;24.5;42;83;0.0;4910
25121;BRESCIA;17029;28/09/18;37;22;67;3;29;37;12.2;26.4;32;73;0.0;4821
25121;BRESCIA;17029;29/09/18;23;11;35;3;65;13;15.7;26.5;37;70;0.0;4652
25121;BRESCIA;17029;30/09/18;20;10;21;2;54;9;15.7;21.8;46;73;0.0;3643
25121;BRESCIA;17029;01/10/18;23;14;43;2;25;25;12.7;17.2;68;94;1.4;1078
25121;BRESCIA;17029;02/10/18;18;12;46;2;28;31;10.0;20.7;43;95;0.0;4386
25121;BRESCIA;17029;03/10/18;32;25;48;3;25;34;10.5;22.1;48;86;0.0;4409
