date;prediction
2022-01-01;3.054966666666667
2022-01-02;3.764833333333333
2022-01-03;3.452301190476191
2022-01-04;3.8225309523809523
2022-01-05;3.64845
2022-01-06;2.2167000000000003
2022-01-07;1.5704666666666662
2022-01-08;1.2640158730158728
2022-01-09;3.855866666666667
2022-01-10;3.2307619047619043
2022-01-11;1.9638714285714292
2022-01-12;4.354333333333334
2022-01-13;8.643
2022-01-14;3.569
2022-01-15;3.8
2022-01-16;1.8267666666666666
2022-01-17;3.1127499999999997
2022-01-18;2.397901190476191
2022-01-19;2.7937888888888884
2022-01-20;2.11825
2022-01-21;4.842616666666666
2022-01-22;5.719633333333334
2022-01-23;5.109916666666667
2022-01-24;4.401
2022-01-25;5.695
2022-01-26;2.656042857142857
2022-01-27;2.752
2022-01-28;2.22375
2022-01-29;3.169
2022-01-30;2.8956166666666667
2022-01-31;2.633409523809523
2022-02-01;3.054966666666667
2022-02-02;4.529666666666667
2022-02-03;3.38725
2022-02-04;2.536166666666667
2022-02-05;3.55275
2022-02-06;2.4821452380952382
2022-02-07;1.5704666666666662
2022-02-08;2.8051619047619045
2022-02-09;0.8760380952380954
2022-02-10;2.3599428571428587
2022-02-11;2.743901587301588
2022-02-12;3.208852380952381
2022-02-13;2.9785571428571433
2022-02-14;2.7411825396825398
2022-02-15;2.9573611111111098
2022-02-16;3.057483333333332
2022-02-17;1.1225039682539675
2022-02-18;1.9730111111111113
2022-02-19;1.5128079365079352
2022-02-20;0.9894041125541128
2022-02-21;0.26278257575757574
2022-02-22;1.900120276945277
2022-02-23;1.5200927849927852
2022-02-24;1.9544976190476182
2022-02-25;2.771866919191914
2022-02-26;0.8260000000000001
2022-02-27;2.752
2022-02-28;3.203
2022-03-01;3.238554761904762
2022-03-02;2.5958035714285717
2022-03-03;2.0060708874458872
2022-03-04;0.676138888888889
2022-03-05;2.5624880952380944
2022-03-06;0.9232095238095237
2022-03-07;1.4819833333333334
2022-03-08;1.2640158730158728
2022-03-09;1.9305714285714288
2022-03-10;2.235941269841268
2022-03-11;1.3503
2022-03-12;2.201207142857143
2022-03-13;2.742455158730161
2022-03-14;2.6766257936507936
2022-03-15;2.663201406926406
2022-03-16;2.779215873015873
2022-03-17;1.8360194444444444
2022-03-18;1.8635714285714284
2022-03-19;2.3660428571428573
2022-03-20;1.1690190476190478
2022-03-21;1.3693202380952378
2022-03-22;1.0153214285714287
2022-03-23;1.1941266511266504
2022-03-24;0.6732312409812405
2022-03-25;0.49593492063492045
2022-03-26;1.5092142857142856
2022-03-27;1.5630246031746036
